GO_Term	IcSeco
http://purl.obolibrary.org/obo/GO_1905959	1.0
http://purl.obolibrary.org/obo/GO_0051540	0.8345454119773457
http://purl.obolibrary.org/obo/GO_0051541	0.898551983823744
http://purl.obolibrary.org/obo/GO_0051555	1.0
http://purl.obolibrary.org/obo/GO_0002544	0.898551983823744
http://purl.obolibrary.org/obo/GO_0075522	1.0
http://purl.obolibrary.org/obo/GO_0051556	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002545	1.0
http://purl.obolibrary.org/obo/GO_0075523	1.0
http://purl.obolibrary.org/obo/GO_0051553	0.8345454119773457
http://purl.obolibrary.org/obo/GO_0002546	1.0
http://purl.obolibrary.org/obo/GO_0075524	1.0
http://purl.obolibrary.org/obo/GO_0051554	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002547	1.0
http://purl.obolibrary.org/obo/GO_0075525	1.0
http://purl.obolibrary.org/obo/GO_0051559	1.0
http://purl.obolibrary.org/obo/GO_0002540	1.0
http://purl.obolibrary.org/obo/GO_0075526	1.0
http://purl.obolibrary.org/obo/GO_0002541	1.0
http://purl.obolibrary.org/obo/GO_0075527	1.0
http://purl.obolibrary.org/obo/GO_0051557	1.0
http://purl.obolibrary.org/obo/GO_0075528	0.6743689441356281
http://purl.obolibrary.org/obo/GO_0002542	1.0
http://purl.obolibrary.org/obo/GO_0051558	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002543	1.0
http://purl.obolibrary.org/obo/GO_0075529	1.0
http://purl.obolibrary.org/obo/GO_1905961	0.8513813425724212
http://purl.obolibrary.org/obo/GO_1905962	0.8719868563072033
http://purl.obolibrary.org/obo/GO_1905963	1.0
http://purl.obolibrary.org/obo/GO_1905964	1.0
http://purl.obolibrary.org/obo/GO_1905965	1.0
http://purl.obolibrary.org/obo/GO_0051551	1.0
http://purl.obolibrary.org/obo/GO_0002548	1.0
http://purl.obolibrary.org/obo/GO_0051552	0.763147539317536
http://purl.obolibrary.org/obo/GO_0002549	1.0
http://purl.obolibrary.org/obo/GO_0075520	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0075521	1.0
http://purl.obolibrary.org/obo/GO_0051550	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0099500	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002555	1.0
http://purl.obolibrary.org/obo/GO_0075511	1.0
http://purl.obolibrary.org/obo/GO_0051566	1.0
http://purl.obolibrary.org/obo/GO_0075512	1.0
http://purl.obolibrary.org/obo/GO_0051567	0.898551983823744
http://purl.obolibrary.org/obo/GO_0099501	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002556	1.0
http://purl.obolibrary.org/obo/GO_0075513	1.0
http://purl.obolibrary.org/obo/GO_0002557	1.0
http://purl.obolibrary.org/obo/GO_0051564	1.0
http://purl.obolibrary.org/obo/GO_0002558	1.0
http://purl.obolibrary.org/obo/GO_0075514	1.0
http://purl.obolibrary.org/obo/GO_0051565	1.0
http://purl.obolibrary.org/obo/GO_0002551	1.0
http://purl.obolibrary.org/obo/GO_0075515	1.0
http://purl.obolibrary.org/obo/GO_0002552	1.0
http://purl.obolibrary.org/obo/GO_0075516	1.0
http://purl.obolibrary.org/obo/GO_0051568	0.8719868563072033
http://purl.obolibrary.org/obo/GO_0002553	1.0
http://purl.obolibrary.org/obo/GO_0075517	1.0
http://purl.obolibrary.org/obo/GO_0002554	1.0
http://purl.obolibrary.org/obo/GO_0051569	0.8345454119773457
